id,question,link_1,link_2,predict_answer
5817,What documents written in Latin provide a more accurate portrayal of the attitude of the English People during the mid- and late fourteenth centuries?,https://en.wikipedia.org/wiki/Chivalry,https://en.wikipedia.org/wiki/European_science_in_the_Middle_Ages,The code of chivalry
5818,Who invented fire-fighting foam?,https://en.wikipedia.org/wiki/Firefighting_foam,https://en.wikipedia.org/wiki/Fire_extinguisher,Aleksandr Loran
5819,When did the Algerian Chess Championship take place?,https://en.wikipedia.org/wiki/Algerian_Chess_Championship,https://en.wikipedia.org/wiki/Hayat_Toubal,1973
5820,What is the format of a technical report?,https://en.wikipedia.org/wiki/Technical_report,https://en.wikipedia.org/wiki/Technical_writing,Standard Technical Report Number Format
5821,Where is Everyman Theatre located?,"https://en.wikipedia.org/wiki/Everyman_Theatre,_Baltimore",https://en.wikipedia.org/wiki/Everyman_Cinemas,"downtown Baltimore, Maryland"
5822,What is the oldest market in Missouri?,https://en.wikipedia.org/wiki/Soulard_Farmers_Market,"https://en.wikipedia.org/wiki/Soulard,_St._Louis",Soulard Farmers Market
5823,How many medals did Eton win in the 2012 Summer Paralympics?,https://en.wikipedia.org/wiki/2012_Summer_Paralympics,https://en.wikipedia.org/wiki/Wheelchair_tennis_at_the_2012_Summer_Paralympics,two
5824,In what city does Sam Masich live?,https://en.wikipedia.org/wiki/Miles_Black,https://en.wikipedia.org/wiki/Colorado_crime_family,empty
5825,How are the games published in North America?,https://en.wikipedia.org/wiki/List_of_Sony_Interactive_Entertainment_video_games,https://en.wikipedia.org/wiki/Nippon_Ichi_Software,Co-published with Takara
5826,When was the church built?,https://en.wikipedia.org/wiki/Christian_Church,https://en.wikipedia.org/wiki/History_of_the_Catholic_Church,Peter as the rock upon which Christ's church will be built
5827,What is the most influential aspect of Christianity in Japan?,https://en.wikipedia.org/wiki/Christianity_in_Japan,https://en.wikipedia.org/wiki/Buddhism_in_Japan,Christian weddings
5828,What kind of tribe does the area belong to?,https://en.wikipedia.org/wiki/Tribe,https://en.wikipedia.org/wiki/India_tribal_belt,human social group
5829,When was the first ambassador to Saudi Arabia appointed?,https://en.wikipedia.org/wiki/List_of_ambassadors_of_the_United_States_to_Saudi_Arabia,https://en.wikipedia.org/wiki/List_of_ambassadors_of_Saudi_Arabia_to_Iran,1939
5830,What art gallery is located on Manhattan's Upper East Side?,https://en.wikipedia.org/wiki/Metropolitan_Museum_of_Art,https://en.wikipedia.org/wiki/Whitney_Museum,The Metropolitan Museum of Art
5831,What was the occupation of Casper van Eyck?,https://en.wikipedia.org/wiki/Johann_Eck,https://en.wikipedia.org/wiki/Self-portrait,empty
5832,What book by Marina Warner was published in 1981?,https://en.wikipedia.org/wiki/Marina_Warner,https://en.wikipedia.org/wiki/Joan_of_Arc:_The_Image_of_Female_Heroism,Joan of Arc the Image of Female Heroism
5833,What is the name of the largest island in the chain?,https://en.wikipedia.org/wiki/Hawaiian_Islands,https://en.wikipedia.org/wiki/Aleutian_Islands,Hawaiʻi
5834,The Abolokopatrika Madagascar frog is endemic to what country?,https://en.wikipedia.org/wiki/Gephyromantis_salegy,https://en.wikipedia.org/wiki/List_of_amphibians_of_Pakistan,Madagascar
5835,What was the profession of Yvette Guilbert?,https://en.wikipedia.org/wiki/Joanna_Roos,https://en.wikipedia.org/wiki/Cha-U-Kao,clowning
5836,What is the name of the Domino's third album?,https://en.wikipedia.org/wiki/Brett_Domino,https://en.wikipedia.org/wiki/Derek_and_the_Dominos,empty
5837,Who gave Zaiba Tahyya the Human Rights Award?,https://en.wikipedia.org/wiki/Brett_Domino,https://en.wikipedia.org/wiki/Derek_and_the_Dominos,empty
5838,What was the name given to the air-cooled radial piston engines used in the 1930s and 1940s?,https://en.wikipedia.org/wiki/Wright_Cyclone_series,https://en.wikipedia.org/wiki/Pratt_%26_Whitney_Wasp_series,Wright Cyclone
5839,What type of artistic form did Thomas Kellner start?,https://en.wikipedia.org/wiki/Thomas_Kellner,https://en.wikipedia.org/wiki/Modernism,"fine-art photographer, lecturer and curator. He became known above all for his large-format photographs of famous architectural monuments, which, through many individual images and a shifted camera perspective, look like photo mosaics . Life From 1989 to 1996, Kellner studied Art and Social science at the University of Siegen to become a reprise, incorporation, rewriting, recapitulation, revision and parody"
5840,Where does the spotted lizard live?,https://en.wikipedia.org/wiki/Yellow-spotted_tropical_night_lizard,https://en.wikipedia.org/wiki/Spotted_salamander,central Mexico through the Central America south to Panama
5841,What is a member of the hemp family?,https://en.wikipedia.org/wiki/Cannabaceae,https://en.wikipedia.org/wiki/Hemp,Cannabis
5842,What glacier is located east of Siegfried Peak?,https://en.wikipedia.org/wiki/Heimdall_Glacier,https://en.wikipedia.org/wiki/Siegfried_Glacier,Heimdall Glacier
5843,In what state is the Sol Duc Hot Springs located?,https://en.wikipedia.org/wiki/Sol_Duc_Hot_Springs,https://en.wikipedia.org/wiki/Olympic_Hot_Springs,Washington
5844,How many stars are on the Brazilian flag?,https://en.wikipedia.org/wiki/Flag_of_Brazil,https://en.wikipedia.org/wiki/List_of_Brazilian_flags,21
5845,What was the nationality of Rama Kant?,https://en.wikipedia.org/wiki/Ramakant_Achrekar,https://en.wikipedia.org/wiki/Ramakant_Goswami,empty
5846,What was the name of Universal's first World War II action film?,https://en.wikipedia.org/wiki/Steven_Spielberg,https://en.wikipedia.org/wiki/The_Silent_Enemy_(1958_film),The Silent Enemy
5847,Which battle was the prelude to the much larger Third Battle of Ypres?,https://en.wikipedia.org/wiki/Battle_of_Messines_(1917),https://en.wikipedia.org/wiki/Battle_of_Passchendaele,Sehnenstellung
5848,Who is the son of Ali ibn Abi Talib?,https://en.wikipedia.org/wiki/Ali,https://en.wikipedia.org/wiki/Family_tree_of_Ali,Abd al-Muttalib ibn Hashim
5849,What type of land snail is Diodora fargoi?,https://en.wikipedia.org/wiki/List_of_the_Cenozoic_life_of_Florida,https://en.wikipedia.org/wiki/Wikipedia:WikiProject_Gastropods/Articles,gastropod
5850,What is the name of the species that is endemic to Queensland?,https://en.wikipedia.org/wiki/Fauna_of_New_Guinea,https://en.wikipedia.org/wiki/Australian_lungfish,Queensland lungfish
5851,Which local government area is Altona Meadows located in?,"https://en.wikipedia.org/wiki/Altona_Meadows,_Victoria","https://en.wikipedia.org/wiki/Altona,_Victoria",City of Hobsons Bay
5852,What is the name of the shipping company that operates both heavy truck and passenger ships?,https://en.wikipedia.org/wiki/Cruise_ship,https://en.wikipedia.org/wiki/Roll-on/roll-off,Cunard Line
5853,What was Reaves' role in Tru Calling?,https://en.wikipedia.org/wiki/Tru_Calling,https://en.wikipedia.org/wiki/Shawn_Reaves,younger brother
5854,How many hotels does Launched in 2016 own?,https://en.wikipedia.org/wiki/Starwood,https://en.wikipedia.org/wiki/Hilton_Worldwide,"1,297"
5855,Why was the Japanese ship named Iki?,https://en.wikipedia.org/wiki/Japanese_ship_Iki,https://en.wikipedia.org/wiki/Russian_battleship_Imperator_Nikolai_I_(1889),Iki Island in the Sea of Japan
5856,When was the list of National Register properties created?,https://en.wikipedia.org/wiki/National_Register_of_Historic_Places,https://en.wikipedia.org/wiki/History_of_the_National_Register_of_Historic_Places,1966
5857,Who owns the land that is near Cato Reef?,https://en.wikipedia.org/wiki/Cato_Reef,https://en.wikipedia.org/wiki/Gay_and_Lesbian_Kingdom_of_the_Coral_Sea_Islands,empty
5858,What year was Hunstable founding partner of the electric motor company?,https://en.wikipedia.org/wiki/Brad_Hunstable,https://en.wikipedia.org/wiki/Switched_reluctance_motor,2014
5859,Who started the project to create a standard font for the World Wide Web?,https://en.wikipedia.org/wiki/Core_fonts_for_the_Web,https://en.wikipedia.org/wiki/World_Wide_Web,Microsoft
5860,Which Italian motorcycle racer won the 2013 CIV Moto3 Champion?,https://en.wikipedia.org/wiki/Andrea_Locatelli_(motorcyclist),https://en.wikipedia.org/wiki/Mahindra_Racing,Andrea Locatelli
5861,Which  British band released final album in May 1970?,https://en.wikipedia.org/wiki/Let_It_Be_(Beatles_album),https://en.wikipedia.org/wiki/1970_in_British_music,the Beatles
5862,What kind of plant is Helianthella microcephala?,https://en.wikipedia.org/wiki/Helianthella_microcephala,https://en.wikipedia.org/wiki/Helianthella,herbaceous
5863,What is the population of Viewbank in 2016?,"https://en.wikipedia.org/wiki/Viewbank,_Victoria",https://en.wikipedia.org/wiki/Viewbank_College,"6,923"
5864,Where is Glaphyristis politicopa found?,https://en.wikipedia.org/wiki/Glaphyristis_politicopa,https://en.wikipedia.org/wiki/Glaphyristis,Fiji
5865,What is the purpose of a complementary ground component?,https://en.wikipedia.org/wiki/Complementary_ground_component,https://en.wikipedia.org/wiki/Ancillary_Terrestrial_Component,to provide connectivity in weak signal areas
5866,What was the name of Manu Samoa's first single?,https://en.wikipedia.org/wiki/Samoa_national_rugby_union_team,https://en.wikipedia.org/wiki/History_of_Samoa,empty
5867,How long did he spend in prison?,https://en.wikipedia.org/wiki/Nelson_Mandela,https://en.wikipedia.org/wiki/List_of_longest_prison_sentences_served,"longest prison sentences served by a single person, worldwide, without a period of freedom followed by a second conviction"
5868,What is the episcopal seat of the Diocese of Celje?,https://en.wikipedia.org/wiki/Celje_Cathedral,https://en.wikipedia.org/wiki/Catholic_Church_in_Slovenia,Celje Cathedral
5869,What is the mainzer kammerorchester?,https://en.wikipedia.org/wiki/Mainzer_Kammerorchester,https://en.wikipedia.org/wiki/G%C3%BCnter_Kehr,"a chamber orchestra based in Mainz, the capital of the German state Rhineland-Palatinate"
5870,What is the population of Stately Township?,"https://en.wikipedia.org/wiki/Stately_Township,_Brown_County,_Minnesota","https://en.wikipedia.org/wiki/North_Star_Township,_Brown_County,_Minnesota",206
5871,When was Saint-Pierre-la-Cour first mentioned?,https://en.wikipedia.org/wiki/Innocent_Boutry,https://en.wikipedia.org/wiki/Abbey_of_Saint-Pierre_de_la_Couture,empty
5872,What department is Haverskerque located in?,https://en.wikipedia.org/wiki/Haverskerque,https://en.wikipedia.org/wiki/Lords_of_Saint-Floris,Nord
5873,what ethnicity are inhabitants of the settlement,https://en.wikipedia.org/wiki/Israeli_settlement,https://en.wikipedia.org/wiki/Settler,Nahal
5874,What is the religious format of WHYY-TV?,https://en.wikipedia.org/wiki/WHYY-FM,https://en.wikipedia.org/wiki/PBS,classical music with some jazz and folk music
5875,What was the name of Hefner's debut full-length album?,https://en.wikipedia.org/wiki/Breaking_God%27s_Heart,https://en.wikipedia.org/wiki/Royal_Teeth,Breaking God's Heart
5876,What sort of scientist is Ann Strickler Zweig?,https://en.wikipedia.org/wiki/Ann_Strickler_Zweig,https://en.wikipedia.org/wiki/Zweig,social scientists
5877,What is the term for molecules with a missing filled set of atoms?,https://en.wikipedia.org/wiki/Periodic_table,https://en.wikipedia.org/wiki/Molecule,molecule
5878,What company made the Modern Romance film?,https://en.wikipedia.org/wiki/Modern_Romance_(film),https://en.wikipedia.org/wiki/Modern_Romance,Hollywood
5879,Who made a documentary on Pop Idol?,https://en.wikipedia.org/wiki/Pop_Idol,https://en.wikipedia.org/wiki/Perfect_Blue,ITV
5880,Which package is the French Skat preferred to?,https://en.wikipedia.org/wiki/Skat_(card_game),https://en.wikipedia.org/wiki/Pr%C3%A9f%C3%A9rence,pack
5881,Where was the Allen's Farm located?,https://en.wikipedia.org/wiki/Will_Allen_(urban_farmer),https://en.wikipedia.org/wiki/Lemuel_Allen_Farm,"Madison Township, Jefferson County, Indiana"
5882,What country is the biggest producer of hydroelectric energy in the world?,https://en.wikipedia.org/wiki/List_of_largest_hydroelectric_power_stations,https://en.wikipedia.org/wiki/Hydroelectricity,China
5883,"Who wrote ""That Ain't Right""?",https://en.wikipedia.org/wiki/That_Ain%27t_Right,https://en.wikipedia.org/wiki/Ain%27t_Misbehavin%27_(musical),The King Cole Trio
5884,How many times was Canley awarded the Super Bowl?,https://en.wikipedia.org/wiki/TobyMac,https://en.wikipedia.org/wiki/Ricky_Watters,two
5885,What is the hill called that is next to the city?,https://en.wikipedia.org/wiki/Capitol_Hill,"https://en.wikipedia.org/wiki/Hidden_Hills,_California",Capitol Hill
5886,What nationality is Sarah Puntigam?,https://en.wikipedia.org/wiki/Sarah_Puntigam,https://en.wikipedia.org/wiki/Sarah_Zadrazil,Austrian
5887,What is a short stringed sword used by European infantry?,https://en.wikipedia.org/wiki/Balalaika,https://en.wikipedia.org/wiki/Ranged_weapon,empty
5888,How many villages are in the Loulouni commune?,https://en.wikipedia.org/wiki/Loulouni,https://en.wikipedia.org/wiki/Communes_of_Mali,28
5889,What is the rank of the subfamily Olethreutinae?,https://en.wikipedia.org/wiki/Loulouni,https://en.wikipedia.org/wiki/Communes_of_Mali,empty
5890,What was NAACP Image Award nominated for?,https://en.wikipedia.org/wiki/NAACP_Image_Awards,"https://en.wikipedia.org/wiki/NAACP_Image_Award_for_Outstanding_Actress_in_a_Television_Movie,_Mini-Series_or_Dramatic_Special","Outstanding Actress in a Television Movie, Mini-Series"
5891,How many inhabitants lived in Pontevedra in 2010?,https://en.wikipedia.org/wiki/Pontevedra,"https://en.wikipedia.org/wiki/Ponte_Vedra_Beach,_Florida","200,000"
5892,What was the name of the video game published by Simulations Canada in 1987?,https://en.wikipedia.org/wiki/List_of_video_game_publishers,https://en.wikipedia.org/wiki/Long_Lance:_A_Computer_Game_of_Tactical_Naval_Combat_in_the_South_Pacific,Long Lance A Computer Game of Tactical Naval Combat in the South Pacific
5893,What is the name of the plant that is found in Costa Rica?,https://en.wikipedia.org/wiki/Heliconia,https://en.wikipedia.org/wiki/Wildlife_of_Costa_Rica,Heliconia
5894,What is the name of the park in the city?,"https://en.wikipedia.org/wiki/Park_City,_Utah",https://en.wikipedia.org/wiki/Park_City_Mountain_Resort,empty
5895,What is the known only species in the genus?,https://en.wikipedia.org/wiki/Monotypic_taxon,https://en.wikipedia.org/wiki/Species,a single species
5896,Where is the rule of directors exist in a more common law culture?,https://en.wikipedia.org/wiki/Common_law,https://en.wikipedia.org/wiki/Corporate_law,some statutes displace common law
5897,What is the name of the second compilation album released by the band Arashi?,https://en.wikipedia.org/wiki/Arashi_discography,https://en.wikipedia.org/wiki/5x5_The_Best_Selection_of_2002%E2%80%932004,5x5 The Best Selection of 2002 2004
5898,When was it initially discovered that Vampirococcus was an informally described bacterium?,https://en.wikipedia.org/wiki/Vampirococcus,-,1983
5899,"Who directed the comedy film ""Sex""?",https://en.wikipedia.org/wiki/A_Midsummer_Night%27s_Sex_Comedy,https://en.wikipedia.org/wiki/Sex_Drive_(film),Woody Allen
5900,What is the Dutch male's birth name?,https://en.wikipedia.org/wiki/Dutch_name,https://en.wikipedia.org/wiki/Hendrik_(given_name),Hendrik
5901,Who was the previous head coach of the North Alabama football team?,https://en.wikipedia.org/wiki/North_Alabama_Lions_football,https://en.wikipedia.org/wiki/Terry_Bowden,Terry Wilson Bowden
5902,What is the name of the Dutch mid-wing glider produced by N.V. Vliegtuigbouw?,https://en.wikipedia.org/wiki/N.V._Vliegtuigbouw_013_Sagitta,https://en.wikipedia.org/wiki/List_of_aircraft_(D-De),N.V. Vliegtuigbouw 013 Sagitta
5903,The EP by Death Grips was first released when?,https://en.wikipedia.org/wiki/Death_Grips_(EP),https://en.wikipedia.org/wiki/Death_Grips,"March 8, 2011"
5904,Who is the President of International Diplomat Forum?,https://en.wikipedia.org/wiki/Diplomat,https://en.wikipedia.org/wiki/Belt_and_Road_Forum_for_International_Cooperation,Xi Jinping
5905,For what operating system was the X-Files released?,https://en.wikipedia.org/wiki/Macintosh_operating_systems,https://en.wikipedia.org/wiki/MacOS,empty
5906,When was the Suzhou Dongwu Football Club founded?,https://en.wikipedia.org/wiki/Suzhou_Dongwu_F.C.,"https://en.wikipedia.org/wiki/Chen_Wei_(footballer,_born_1993)",The club was established as an amateur club named Suzhou Jinfu New Materials
5907,What is the name of the company established in 2004 that provides a platform for learning and e-learning?,https://en.wikipedia.org/wiki/Pluralsight,https://en.wikipedia.org/wiki/Blackboard_Inc.,History Pluralsight
5908,How many people inhabit the municipality?,https://en.wikipedia.org/wiki/Chongqing,https://en.wikipedia.org/wiki/County_statistics_of_the_United_States,four
5909,How many goals did Ball score in his career?,https://en.wikipedia.org/wiki/Ronaldinho,https://en.wikipedia.org/wiki/Diego_Maradona,23
5910,When was the third Angry Birds movie released?,https://en.wikipedia.org/wiki/Angry_Birds,https://en.wikipedia.org/wiki/The_Angry_Birds_Movie_2,August 2016
5911,What was the name of the film that debuted at the Sundance Film Festival?,https://en.wikipedia.org/wiki/Sundance_Film_Festival,https://en.wikipedia.org/wiki/Cannes_Film_Festival,"Utah US Film Festival, then US Film and Video Festival"
5912,Fatty acids are derived from what?,https://en.wikipedia.org/wiki/Fatty_acid,https://en.wikipedia.org/wiki/Phospholipid-derived_fatty_acids,lipids
5913,Where is Budganja Vas located?,https://en.wikipedia.org/wiki/Budganja_Vas,https://en.wikipedia.org/wiki/File:Budganja_Vas_Slovenia_3.jpg,southeastern Slovenia
5914,Which bird is noted for its two nasal openings?,https://en.wikipedia.org/wiki/Seabird,https://en.wikipedia.org/wiki/Beak,frigatebirds
5915,What was the date of Constantin Brancusi death?,https://en.wikipedia.org/wiki/Constantin_Br%C3%A2ncu%C8%99i,https://en.wikipedia.org/wiki/Auguste_Rodin,"March 16, 1957"
5916,What is the name of the major Costa Rican television channel?,https://en.wikipedia.org/wiki/Category:Television_stations_in_Costa_Rica,https://en.wikipedia.org/wiki/List_of_mass_media_in_Costa_Rica,El Heraldo TV
5917,When did the Oklahoma City FC leave the NPSL?,https://en.wikipedia.org/wiki/Tulsa_Athletic,https://en.wikipedia.org/wiki/Oklahoma_City_Thunder,2014
5918,Who is the president of the scientific commission for appraisal?,https://en.wikipedia.org/wiki/Leopold_Kunschak_Prize,https://en.wikipedia.org/wiki/National_Commission_on_Libraries_and_Information_Science,empty
5919,What documentary is about Noam Chomsky and Douglas Rushkoff?,https://en.wikipedia.org/wiki/American_Music:_Off_the_Record,https://en.wikipedia.org/wiki/Programming_the_Nation%3F,American Music Off the Record
5920,How many members are elected by the Saint Andrew West constituency?,https://en.wikipedia.org/wiki/Constituencies_of_Jamaica,https://en.wikipedia.org/wiki/2020_Jamaican_general_election,sixty-three
5921,What year was Daring Love released?,https://en.wikipedia.org/wiki/Steve_Ditko,https://en.wikipedia.org/wiki/Daring_Daughters,1953
5922,What is the name of the absinthe made famous by Bohemian-style absinthe makers?,https://en.wikipedia.org/wiki/Absinthe,https://en.wikipedia.org/wiki/Absente,empty
5923,What is the blue colony on the pineapple root called?,https://en.wikipedia.org/wiki/Ascidiacea,https://en.wikipedia.org/wiki/List_of_soft_drinks_by_country,Blue Ox
5924,When was Gemma's second album released in the Republic of Ireland?,https://en.wikipedia.org/wiki/The_Roads_Don%27t_Love_You,https://en.wikipedia.org/wiki/Bones_%2B_Longing,28 October 2005
5925,What will be built on the land adjacent to the military airbase?,https://en.wikipedia.org/wiki/Airport,https://en.wikipedia.org/wiki/Pacific_Missile_Range_Facility,empty
5926,When was Notre Dame Catholic High School established?,https://en.wikipedia.org/wiki/Notre_Dame_Catholic_High_School_(Connecticut),https://en.wikipedia.org/wiki/Notre_Dame_Catholic_Secondary_School_(Ajax),1955
5927,Where is Torlakovac located?,https://en.wikipedia.org/wiki/Torlakovac,https://en.wikipedia.org/wiki/Donji_Vakuf,"near Donji Vakuf, Bosnia and Herzegovina"
5928,What Country is Route 180 located in?,https://en.wikipedia.org/wiki/West_Virginia_Route_180,https://en.wikipedia.org/wiki/Illinois_Route_180,northern West Virginia
5929,"Who wrote ""Soldier Boy""?",https://en.wikipedia.org/wiki/Soldier_Boy,https://en.wikipedia.org/wiki/Soldier_Boy_(The_Shirelles_song),empty
5930,What was the name of Betcha Bottom Dollar?,https://en.wikipedia.org/wiki/Betcha_Bottom_Dollar,https://en.wikipedia.org/wiki/Wikipedia:Reference_desk/Archives/Language/2008_December_3,The Puppini Sisters
5931,What was the name of the first public theater in Ireland?,https://en.wikipedia.org/wiki/The_Public_Theater,https://en.wikipedia.org/wiki/Theatre_of_the_United_Kingdom,Werburgh Street Theatre
5932,What are the ministers of the Oguta kingdom called?,https://en.wikipedia.org/wiki/Eze-Igwe,https://en.wikipedia.org/wiki/Eziorsu,Oririnzere
5933,How isiodine used in the production of tetra-n-butylammonium iodide?,https://en.wikipedia.org/wiki/Sonogashira_coupling,-,base at room temperature
5934,When was Nimble LLC founded?,https://en.wikipedia.org/wiki/NimbleBit,https://en.wikipedia.org/wiki/Jon_V._Ferrara,"It was co-founded by brothers David and Ian Marsh. Some of their popular titles include Pocket Frogs, Tiny Tower, and Pocket Planes. Founder Ian Marsh has accused Zynga of plagiarising NimbleBit's Tiny Tower to create Dream Heights. Zynga had attempted to buy NimbleBit, but on refusal, Zynga created Dream Jon V. Ferrara (born January 22, 1960"
5935,What is one of the most populous cities in France?,https://en.wikipedia.org/wiki/Paris,https://en.wikipedia.org/wiki/France,Paris
5936,What position did Peasgood hold at Westminster Abbey?,https://en.wikipedia.org/wiki/William_McKie_(musician),https://en.wikipedia.org/wiki/1953_Coronation_Honours,Organist and Master of the Choristers
5937,Who is the director of the Yankee Institute for Public Policy?,https://en.wikipedia.org/wiki/Yankee_Institute_for_Public_Policy,https://en.wikipedia.org/wiki/Talk%3AYankee_Institute_for_Public_Policy,Bernard Zimmern
5938,The crayfish that lives in the Danube has its origin in what part of the country?,https://en.wikipedia.org/wiki/Lake_Constance,https://en.wikipedia.org/wiki/Common_carp,empty
5939,How many different levels are there in international competitions?,https://en.wikipedia.org/wiki/Ballroom_dance,https://en.wikipedia.org/wiki/Figure_skating,empty
5940,"Who composed the Symphony No. 7 in F major, Pastoral, Op. 77?",https://en.wikipedia.org/wiki/Symphony_No._7_(Glazunov),https://en.wikipedia.org/wiki/List_of_compositions_by_Ludwig_van_Beethoven,Alexander Glazunov
5941,When was the club founded?,https://en.wikipedia.org/wiki/List_of_football_clubs_in_England_and_Wales_by_year_formed,https://en.wikipedia.org/wiki/Sierra_Club,"May 28, 1892"
5942,Where is Castalia located?,"https://en.wikipedia.org/wiki/Castalia,_Ohio","https://en.wikipedia.org/wiki/Castalia,_North_Carolina",western Erie County
5943,What is the main ingredient in Fuze Beverage?,https://en.wikipedia.org/wiki/Fuze_Beverage,https://en.wikipedia.org/wiki/Bodyarmor_SuperDrink,vitamins
5944,Where was it found that Streptomyces prasinopilosus is isolated from?,https://en.wikipedia.org/wiki/Streptomyces_prasinopilosus,https://en.wikipedia.org/wiki/List_of_Streptomyces_species,soil on Mallorca in Spain
5945,What is the Central Arnhem?,https://en.wikipedia.org/wiki/Central_Arnhem_Road,https://en.wikipedia.org/wiki/Central_Arnhem,an interim Australian bioregion
5946,Which Shakespeare character kills Tybalt and Paris?,https://en.wikipedia.org/wiki/Tybalt,https://en.wikipedia.org/wiki/Characters_in_Romeo_and_Juliet,Romeo
5947,What is Kersey's main street called?,"https://en.wikipedia.org/wiki/Kersey,_Suffolk",https://en.wikipedia.org/wiki/Death_Wish_(film_series),Kersey cloth
5948,Who originally created the concept of a log-structured file system?,https://en.wikipedia.org/wiki/Log-structured_file_system,https://en.wikipedia.org/wiki/Log-structured_File_System_(BSD),John K. Ousterhout and Fred Douglis
5949,What is the oldest amateur Swedish football club?,https://en.wikipedia.org/wiki/Sweden_national_football_team,https://en.wikipedia.org/wiki/Sweden_national_football_team_records_and_statistics,empty
5950,What was the title of the 1933 German drama film directed by Carl Froelich?,https://en.wikipedia.org/wiki/Ripening_Youth_(1933_film),https://en.wikipedia.org/wiki/Carl_Froelich,Ripening Youth
5951,How have Switzerland's national women's hockey teams ranked in Europe?,https://en.wikipedia.org/wiki/Switzerland_women%27s_national_ice_hockey_team,https://en.wikipedia.org/wiki/Switzerland_women%27s_national_field_hockey_team,5th
5952,What country is Mucilaginibacter rubeus is from?,https://en.wikipedia.org/wiki/Mucilaginibacter_rubeus,https://en.wikipedia.org/wiki/Category:Sphingobacteriia_stubs,China
5953,"Who wrote and directed the original film 
Aayirathil Iruvar?",https://en.wikipedia.org/wiki/Aayirathil_Iruvar,https://en.wikipedia.org/wiki/Iruvar,Saran
5954,What was the profession of Georgeanna Seegar Jones?,https://en.wikipedia.org/wiki/Howard_W._Jones,https://en.wikipedia.org/wiki/Elizabeth_Jordan_Carr,reproductive medicine specialists
5955,"What country is the ""giant dragonfly"" native to?",https://en.wikipedia.org/wiki/Dragonfly,https://en.wikipedia.org/wiki/Uropetala_carovei,New Zealand
5956,How is HYDAS serve?,https://en.wikipedia.org/wiki/USNS_Sgt._George_D_Keathley_(T-APC-117),https://en.wikipedia.org/wiki/USNS_Chauvenet_(T-AGS-29),data acquisition and processing
5957,Who is the current DG of ISPR?,https://en.wikipedia.org/wiki/Inter-Services_Public_Relations,https://en.wikipedia.org/wiki/Asif_Ghafoor,director-general (colloquially referred to as the DG ISPR) serving as the official spokesperson of the armed forces
5958,What gene encodes the Suppression of Tumorigenicity 8 (ovarian)?,https://en.wikipedia.org/wiki/Suppression_of_tumorigenicity_8_(ovarian),https://en.wikipedia.org/wiki/Tumor_suppressor_gene,ST8
5959,What is the tributary of the Little Harpeth River called?,https://en.wikipedia.org/wiki/Little_Harpeth_River,https://en.wikipedia.org/wiki/Harpeth_River,Little Harpeth River
5960,What is the population of Santa Monica?,"https://en.wikipedia.org/wiki/Santa_Monica,_California",https://en.wikipedia.org/wiki/Santa_Monica_Mountains,"89,736"
5961,Which author is considered a media activist?,https://en.wikipedia.org/wiki/Media_activism,https://en.wikipedia.org/wiki/Bell_hooks,bell hooks
5962,What company manufactures beer in Argentina?,https://en.wikipedia.org/wiki/Compa%C3%B1%C3%ADa_de_las_Cervecer%C3%ADas_Unidas,https://en.wikipedia.org/wiki/Beer_and_breweries_by_region,CCU
5963,Who was the famous artist of the Ear of Dionysius?,https://en.wikipedia.org/wiki/Whispering_gallery,https://en.wikipedia.org/wiki/Dionysius_I_of_Syracuse,Damocles
5964,What can be used to find a solution in a computer science problem?,https://en.wikipedia.org/wiki/Heuristic_(computer_science),https://en.wikipedia.org/wiki/Greedy_algorithm,heuristic
5965,When did the current prime minister of India's office of head of government end?,https://en.wikipedia.org/wiki/Narendra_Modi,https://en.wikipedia.org/wiki/Prime_Minister_of_India,"March 2021, Modi received his first COVID-19 vaccine dose at the All India Institute of Medical Sciences, New Delhi. Approval ratings As a Prime Minister, Modi has received consistently high approval ratings at the end of The Prime Minister of India"
5966,Who is an elected representative for the state of Uttar Pradesh?,https://en.wikipedia.org/wiki/Government_of_Uttar_Pradesh,https://en.wikipedia.org/wiki/Member_of_the_Legislative_Assembly,Member of the Legislative Assembly (MLA)
5967,What is the name of the IBM magazine that was founded in 1996?,https://en.wikipedia.org/wiki/IBM_Data_Magazine,https://en.wikipedia.org/wiki/History_of_IBM,DB2 Magazine
5968,How many athletes were from Norway?,https://en.wikipedia.org/wiki/Norway_at_the_Olympics,https://en.wikipedia.org/wiki/1994_Winter_Olympics,152
5969,"The Australian national rugby league team, the Kangaroos, have represented what country in senior men's rugby league football competition?",https://en.wikipedia.org/wiki/Australia_national_rugby_league_team,https://en.wikipedia.org/wiki/Rugby_league_in_Australia,Australia
5970,How many students attend Nashoba Valley Technical High School?,https://en.wikipedia.org/wiki/Nashoba_Valley_Technical_High_School,https://en.wikipedia.org/wiki/Groton-Dunstable_Regional_High_School,four
5971,What is the simplest unsaturated carboxylic acid?,https://en.wikipedia.org/wiki/Acrylic_acid,https://en.wikipedia.org/wiki/Dicarboxylic_acid,Acrylic acid
5972,What's the name of the well-known movie that Kimberly Williams wrote?,https://en.wikipedia.org/wiki/Kimberly_Williams-Paisley,https://en.wikipedia.org/wiki/Ashley_Williams_(actress),Father of the Bride
