id,question,answer,link_1,link_2,predict_answer
3518,How many undergraduate programs are offered at Becker College?,more than 40,https://en.wikipedia.org/wiki/Becker_College,https://en.wikipedia.org/wiki/Franklin_M._Loew,more than 40
3519,What is Apaidia mesogona?,moth of the family Erebidae,https://en.wikipedia.org/wiki/Apaidia_mesogona,https://en.wikipedia.org/wiki/File:Apaidia_mesogona.JPG,Species of moth
3520,How many housing units were there in Knox County in 2010?,121,"https://en.wikipedia.org/wiki/Knox_County,_Ohio","https://en.wikipedia.org/wiki/Knox_County,_Illinois","25,118"
3521,The cultivation of the plant is important for its use in what?,paints and pigments.,https://en.wikipedia.org/wiki/Hemp,https://en.wikipedia.org/wiki/Agriculture_in_Mesoamerica,genetic
3522,Which actress starred in the movie Millions?,Ramsey Nouah,https://en.wikipedia.org/wiki/Millions_(2004_film),https://en.wikipedia.org/wiki/The_Millions_(film),Danny Boyle
3523,What does the tower of the old Muslim farmstead possibly have been used for?,St. Bartholomew,https://en.wikipedia.org/wiki/Windpump,https://en.wikipedia.org/wiki/History_of_wind_power,to pump water
3524,Who is the main character of the story?,Helena,https://en.wikipedia.org/wiki/Protagonist,https://en.wikipedia.org/wiki/List_of_Toy_Story_characters,A protagonist
3525,How many saṃs of the Bengali word Salth are there?,6,https://en.wikipedia.org/wiki/Sa%E1%B9%83s%C4%81ra,-,1 2
3526,What's the name of the 1997 Hong Kong action movie?,Island of Greed,https://en.wikipedia.org/wiki/List_of_Hong_Kong_films_of_1997,https://en.wikipedia.org/wiki/Cinema_of_Hong_Kong,A Z Action films
3527,What was the name of the original group that was a founding member of the Van Halen Experience Tour?,Celtic Thunder,https://en.wikipedia.org/wiki/Deep_Purple,https://en.wikipedia.org/wiki/Sammy_Hagar,London Symphony Orchestra
3528,What was the name of the clamshell typeface phone?,Katana,https://en.wikipedia.org/wiki/Motorola_StarTAC,https://en.wikipedia.org/wiki/Japanese_mobile_phone_culture,J-Phone DP-211SW
3529,What organization governs the China national beach soccer team?,Football Association,https://en.wikipedia.org/wiki/China_national_beach_soccer_team,https://en.wikipedia.org/wiki/Afghanistan_national_beach_soccer_team,Chinese Football Association
3530,What was the name of the private yacht purchased by J. K. L. Ross?,Winchester,https://en.wikipedia.org/wiki/HMCS_Grilse,https://en.wikipedia.org/wiki/J._K._L._Ross,Winchester
3531,What year was David C. Parkes born?,1973,https://en.wikipedia.org/wiki/David_C._Parkes,https://en.wikipedia.org/wiki/David_Parkes,1973
3532,What park is a protected beach in Southern California?,Huntington State Beach,https://en.wikipedia.org/wiki/Huntington_State_Beach,https://en.wikipedia.org/wiki/Carpinteria_State_Beach,Huntington State Beach
3533,Women's football team of Amsterdam is known as what?,Nederlands Instituut Lichamelijke Opvoedkunde Club,https://en.wikipedia.org/wiki/AFC_Ajax,https://en.wikipedia.org/wiki/AFC_Ajax_(women),"AFC Ajax, competing in the women's eredivisie"
3534,Who signed an open letter with the name of a potential problem-free solution to AI?,"Stephen Hawking, Elon Musk, and dozens of artificial intelligence experts",https://en.wikipedia.org/wiki/Open_Letter_on_Artificial_Intelligence,https://en.wikipedia.org/wiki/AI_takeover,"Stephen Hawking, Elon Musk"
3535,What is the name of the Indian non-governmental organization that aids the development of the urban and rural poor in India?,Deepalaya,https://en.wikipedia.org/wiki/Deepalaya,https://en.wikipedia.org/wiki/Non-governmental_organization,Deepalaya
3536,What was the name of Live's last album?,Birds of Pray,https://en.wikipedia.org/wiki/Live_(band),https://en.wikipedia.org/wiki/Live_discography,Mental Jewelry
3537,What coast of Western Australia is the species Aeginopsis laurentii found?,off the coast of,https://en.wikipedia.org/wiki/Live_(band),https://en.wikipedia.org/wiki/Live_discography,empty
3538,What is the most common witch type?,White Witch,https://en.wikipedia.org/wiki/Witchcraft,https://en.wikipedia.org/wiki/Familiar,ánti įhnii.
3539,How many angular spores do agaric fungi have?,6–10,https://en.wikipedia.org/wiki/Entoloma_sinuatum,https://en.wikipedia.org/wiki/Basidiocarp,12
3540,What was the name of the trip-hop band that group was formed underwater?,"Underwater was an Atlanta, GA based trip-hop band formed in 1996",https://en.wikipedia.org/wiki/Underwater_(band),https://en.wikipedia.org/wiki/Trip_hop,Underwater
3541,What is the parking lot next to the airfield called?,Roborough Down,https://en.wikipedia.org/wiki/Airport,https://en.wikipedia.org/wiki/Airport_apron,traffic circuit
3542,For what organization did Vincenzo Vinciguerra belong to?,Avanguardia Nazionale,https://en.wikipedia.org/wiki/Vincenzo_Vinciguerra,https://en.wikipedia.org/wiki/National_Vanguard_(Italy),Ordine Nuovo
3543,Who was the son of Caelius Vibenna?,Etruscan Caile Vipina,https://en.wikipedia.org/wiki/Caelius_Vibenna,https://en.wikipedia.org/wiki/Servius_Tullius,Lucius Tarquinius Superbus Aruns
3544,What is the population of the city?,2468,https://en.wikipedia.org/wiki/List_of_United_States_cities_by_population,https://en.wikipedia.org/wiki/City,empty
3545,What was the name of the railway that connected Newport to the rest of Wales?,the Brecon and Merthyr Tydfil Junction Railway,"https://en.wikipedia.org/wiki/Newport,_Wales",https://en.wikipedia.org/wiki/South_Wales_Railway,Great Western main line
3546,What type of transporter is involved in maintaining glucose homeostasis?,facilitative glucose transporter,https://en.wikipedia.org/wiki/Insulin_signal_transduction_pathway,https://en.wikipedia.org/wiki/Blood_sugar_regulation,hormones
3547,Who wrote an album called Anima latina?,Lucio Battisti,https://en.wikipedia.org/wiki/Lucio_Battisti,https://en.wikipedia.org/wiki/Anima,Battisti
3548,What was the 2015 FIBA Europe Under-16 Championship for Women Division C?,the 11th edition,https://en.wikipedia.org/wiki/2015_FIBA_Europe_Under-16_Championship_for_Women_Division_C,https://en.wikipedia.org/wiki/2015_FIBA_Europe_Under-16_Championship_for_Women_Division_B,the 11th edition of the Division C of the FIBA U16 Women's European Championship
3549,What is the name of the condition that involves the ability to touch the tip of the nose with the tongue?,Gorlin sign,https://en.wikipedia.org/wiki/Gorlin_sign,https://en.wikipedia.org/wiki/Sense,the Gorlin sign
3550,What is the name of the main hub for Qantas and Virgin Australia commuter airlines?,"Innisfail Airport (IATA: IFL, I",https://en.wikipedia.org/wiki/Melbourne_Airport,https://en.wikipedia.org/wiki/Virgin_Australia,Melbourne AirportMelbourne TullamarineIATA MELICAO YMMLWMO 94866SummaryAirport typePublicOwnerLeased Commonwealth AirportOperatorAustralia Pacific Airports Corporation LimitedServesMelbourneLocationMelbourne Airport
3551,"What was the name of the first self-proclaimed ""civil engineer""?",John Smeaton,https://en.wikipedia.org/wiki/John_Smeaton,https://en.wikipedia.org/wiki/Civil_engineering,Smeaton
3552,Who is responsible for combating offences in India?,The Economic Intelligence Council,https://en.wikipedia.org/wiki/Central_Economic_Intelligence_Bureau,https://en.wikipedia.org/wiki/Economic_Intelligence_Council,Central Economic Intelligence Bureau
3553,What year was Pennywise released?,2018,https://en.wikipedia.org/wiki/Pennywise_(band),https://en.wikipedia.org/wiki/It_(miniseries),2006
3554,Which city did the first of the three tours visit?,Chicago,https://en.wikipedia.org/wiki/Tour_de_France,https://en.wikipedia.org/wiki/Mozart_in_Italy,Paris
3555,What is the name of the fourth album by California band Rebelution?,Count Me In,https://en.wikipedia.org/wiki/Rebelution_(band),https://en.wikipedia.org/wiki/Count_Me_In_(Rebelution_album),Count Me In
3556,What is the population of Calcium in 2016?,21</,"https://en.wikipedia.org/wiki/Calcium,_Queensland",https://en.wikipedia.org/wiki/Calcium_imaging,21
3557,Where did the men's 100 metre event take place?,"Glasgow, Scotland",https://en.wikipedia.org/wiki/100_metres,https://en.wikipedia.org/wiki/Swimming_at_the_2008_Summer_Olympics_%E2%80%93_Men%27s_100_metre_butterfly,outdoors
3558,Where is Timiskaming.Témiscaming located?,the south end of Lac Témiscamingue,https://en.wikipedia.org/wiki/Timiskaming,https://en.wikipedia.org/wiki/T%C3%A9miscaming,Quebec
3559,Who won the 2013 World Touring Car Championship?,Carlos Manzon,https://en.wikipedia.org/wiki/2013_World_Touring_Car_Championship,https://en.wikipedia.org/wiki/2013_FIA_WTCC_Race_of_China,Yvan Muller
3560,What was the name of the women's freestyle?,72 kg wrestling,https://en.wikipedia.org/wiki/Freestyle_wrestling,https://en.wikipedia.org/wiki/List_of_World_and_Olympic_Champions_in_women%27s_freestyle_wrestling,American collegiate women's wrestling
3561,Who designed the Hotel Boville?,Charles Louis Girault and Jules Chifflot León,https://en.wikipedia.org/wiki/Hotel_Bovill,"https://en.wikipedia.org/wiki/Bovill,_Idaho",Bovill and his wife Charlotte
3562,Who directed the film Maamui?,Ali Shifau,https://en.wikipedia.org/wiki/Maamui,https://en.wikipedia.org/wiki/Adam_Rizwee,Ali Shifau
3563,When were Israel-Kenya relations established?,December 1963,https://en.wikipedia.org/wiki/Israel%E2%80%93Kenya_relations,https://en.wikipedia.org/wiki/Foreign_relations_of_Kenya,December 1963
3564,When was 'Lay of the Land' published?,2006,https://en.wikipedia.org/wiki/Annette_Kolodny,https://en.wikipedia.org/wiki/The_Lay_of_the_Last_Minstrel,1802
3565,Where did Daniel Samper Ospina study?,Pontifical Xavierian University,https://en.wikipedia.org/wiki/Ernesto_Samper,https://en.wikipedia.org/wiki/Pontifical_Xavierian_University,SoHo Magazine
3566,What is the name of the open-source project that brings security and development expertise to mobile development?,Red Hat,https://en.wikipedia.org/wiki/AeroGear,https://en.wikipedia.org/wiki/Open-source_software,AeroGear
3567,"Who wrote the script for 'Come, wear the garland'?",Venniradai Moorthy,https://en.wikipedia.org/wiki/The_Wizard_of_Oz_(1939_film),https://en.wikipedia.org/wiki/Maalai_Sooda_Vaa,Yip
3568,What kind of school is Trinity Academy?,non-selective co-educational secondary school,https://en.wikipedia.org/wiki/Trinity_Academy_(Kansas),https://en.wikipedia.org/wiki/Boston_Trinity_Academy,private Christian
3569,Where is it found in the most places?,"Asia, Africa, and the Pacific.",https://en.wikipedia.org/wiki/Holy_of_Holies,https://en.wikipedia.org/wiki/City,Most Holy Place
3570,What nationality is Cedric Badjeck?,Cameroonian,https://en.wikipedia.org/wiki/Cedric_Badjeck,https://en.wikipedia.org/wiki/Category:De_Treffers_players,Cameroonian
3571,What is the name of the Ford song he signed to?,Average Joes Entertainment,https://en.wikipedia.org/wiki/Colt_Ford,https://en.wikipedia.org/wiki/Brantley_Gilbert,No Trash in My Trailer 7
3572,Who designed the Jardinette Apartments?,Richard Neutra,https://en.wikipedia.org/wiki/Jardinette_Apartments,"https://en.wikipedia.org/wiki/File:Jardinette_Apartments,_Los_Angeles.JPG",modernist
3573,What are the approximate distances to the far north of Saaremaa?,9 km,https://en.wikipedia.org/wiki/Baltic_Sea,https://en.wikipedia.org/wiki/Geographical_midpoint_of_Europe,one-tenth
3574,What theory suggests that parties to a lawsuit can reduce scope of subsequent claims through direct estoppel?,The DSR's definition of direct estoppel,https://en.wikipedia.org/wiki/Res_judicata,https://en.wikipedia.org/wiki/Estoppel,empty
3575,What is the name of the movie that Wolf wrote and directed?,Forever My Girl,https://en.wikipedia.org/wiki/The_Wolf_of_Wall_Street_(2013_film),https://en.wikipedia.org/wiki/Teen_Wolf,The Wolf of Wall Street
3576,"Who created the stock character ""Rin Rin the tadpole""?",Rafael Pombo,https://en.wikipedia.org/wiki/Rin_Rin_the_tadpole,https://en.wikipedia.org/wiki/Colombian_literature,Rafael Pombo
3577,What is WaveguideAn a physical structure for?,guiding sound waves,https://en.wikipedia.org/wiki/Waveguide,https://en.wikipedia.org/wiki/Vircator,guides waves
3578,What town did Stephanie Ann Edwards attend?,Fredericksburg,https://en.wikipedia.org/wiki/Stephanie_Edwards_(television_personality),https://en.wikipedia.org/wiki/Stephanie_Edwards_(Grey%27s_Anatomy),Kenyon
3579,Where is the CDP of Havana located?,"Hidalgo County, Texas","https://en.wikipedia.org/wiki/Havana,_Texas",https://en.wikipedia.org/wiki/Little_Havana,"Hidalgo County, Texas"
3580,What was the defense witness in the trial of poet Malay Roy Choudhury?,"Sunil Gangopadhyay, Tarun Sanyal and Satrajit Datta",https://en.wikipedia.org/wiki/Jyotirmoy_Datta,https://en.wikipedia.org/wiki/Sunil_Gangopadhyay,Satrajit Datta
3581,What was the name of Killer's third album?,The Circle,https://en.wikipedia.org/wiki/The_Killers_discography,https://en.wikipedia.org/wiki/Day_%26_Age,Day Age
3582,What is the name of the 1993 documentary by Allie Light?,Dialogues with Madwomen,https://en.wikipedia.org/wiki/Dialogues_with_Madwomen,https://en.wikipedia.org/wiki/In_the_Shadow_of_the_Stars,Dialogues with Madwomen
3583,What was the name of the collapsed vale pitch that caused the loss of two players from Stoke's football team?,Butler Street,https://en.wikipedia.org/wiki/List_of_association_footballers_who_died_while_playing,https://en.wikipedia.org/wiki/Gordon_Banks,empty
3584,When was the Knowledge Park II opened?,25 January 2019,https://en.wikipedia.org/wiki/Knowledge_Park_II_metro_station,https://en.wikipedia.org/wiki/Genome_Valley,25 January 2019
3585,Where is the main office of Camnet Internet Service?,Phnom Penh.,https://en.wikipedia.org/wiki/Camnet_Internet_Service,https://en.wikipedia.org/wiki/Talk%3ACamnet_Internet_Service,Phnom Penh
3586,How many people left the area for Tasmania in 2016?,291,https://en.wikipedia.org/wiki/Aboriginal_Tasmanians,https://en.wikipedia.org/wiki/Tasmania,5
3587,When did he win the Chess World Cup?,2009,https://en.wikipedia.org/wiki/World_Chess_Championship,https://en.wikipedia.org/wiki/Magnus_Carlsen,1862
3588,What is the main function of ADP-D-glycero-beta-D-manno-heptose,involved in biosynthesis of ADP-L-glycero-beta-D-manno-heptose,https://en.wikipedia.org/wiki/D-glycero-beta-D-manno-heptose-7-phosphate_kinase,https://en.wikipedia.org/wiki/D-glycero-beta-D-manno-heptose_1-phosphate_adenylyltransferase,kinase
3589,What is Namibia's first president?,Goodluck Jonathan,https://en.wikipedia.org/wiki/Sam_Nujoma,https://en.wikipedia.org/wiki/President_of_Namibia,Kovambo Mushimba
3590,What is the square inches of a basal area?,144 sq inches,https://en.wikipedia.org/wiki/Basal_area,https://en.wikipedia.org/wiki/Quadratic_mean_diameter,per hectare or per acre basis. If you cut down all the merchantable trees on an acre at 4 ½ feet off the ground and measured the square inches on the top of each stump
3591,What is the youngest of the Faroese runestones?,The Fámjin stone,https://en.wikipedia.org/wiki/F%C3%A1mjin_stone,https://en.wikipedia.org/wiki/File:The_Famjin_Stone_a_Faroese_Runestone.JPG,Dansk Famjinstenen
3592,What was the name of the other single from the album?,What's a Memory Like You,https://en.wikipedia.org/wiki/Single_(music),https://en.wikipedia.org/wiki/Album,Single
3593,What New York film was made about a passenger on a train that had to be assassinated?,Mystery Junction,https://en.wikipedia.org/wiki/Murder_on_the_Orient_Express,https://en.wikipedia.org/wiki/Strangers_on_a_Train_(film),43
3594,How many students currently attend Government High School Jhelum?,17000,https://en.wikipedia.org/wiki/Srinagar,https://en.wikipedia.org/wiki/Persecution_of_Ahmadis,28
3595,Who placed the species Calathusa on the Erebidae?,Francis Walker,https://en.wikipedia.org/wiki/Calathusa,https://en.wikipedia.org/wiki/Hypeninae,Walker
3596,What is the population of the district headquarter of Okhaldhunga?,27995,https://en.wikipedia.org/wiki/Okhaldhunga_District,https://en.wikipedia.org/wiki/Okhaldhunga,"156,702 in 2001 and 147,984"
3597,Who was the producer of The Melody of Love?,Charles Mintz,https://en.wikipedia.org/wiki/Melody_of_Love_(Wanna_Be_Loved),https://en.wikipedia.org/wiki/The_Melody_of_Love,Joe Carrano
3598,When was the book published in hardback format in Australia?,2008,https://en.wikipedia.org/wiki/The_Gift_(Croggon_novel),https://en.wikipedia.org/wiki/Eye_to_Eye_(novel),October 2002
3599,What Google employee founded Chronicle Security?,Stephen Gillett,https://en.wikipedia.org/wiki/Alphabet_Inc.,https://en.wikipedia.org/wiki/Stephen_Gillett,Alastair Westgarth
3600,What subtropical waters does Merluccius senegalensis hake occur off?,the sub tropical waters of the eastern Atlantic Ocean,https://en.wikipedia.org/wiki/List_of_marine_animals_of_the_Cape_Peninsula_and_False_Bay,-,empty
3601,When did Raja Ram Singh win his second Best Director nomination?,1998,https://en.wikipedia.org/wiki/Lagaan,https://en.wikipedia.org/wiki/Goliyon_Ki_Raasleela_Ram-Leela,12 February 2002
3602,What is the name of the first woman to host a call-in sport on WFAN-New York?,Ann Liguori,https://en.wikipedia.org/wiki/History_of_WFAN,https://en.wikipedia.org/wiki/Ann_Liguori,Ann Liguori
3603,What is the name of the road that runs from PTH 75 near Emerson to PTH 32 near Reinland?,Provincial Road 243,https://en.wikipedia.org/wiki/Manitoba_Provincial_Road_243,https://en.wikipedia.org/wiki/List_of_Manitoba_provincial_highways,Provincial Road 243
3604,When was Eric Cardouza born?,1965,https://en.wikipedia.org/wiki/Eric_Cardouza,https://en.wikipedia.org/wiki/List_of_Commonwealth_Games_medallists_in_boxing,1965
3605,What was the predecessor to the SWCW?,Greater London Collegiate Wrestling (GLE),https://en.wikipedia.org/wiki/Star_Wars:_Clone_Wars_(2003_TV_series),-,empty
3606,Who was the Governor of Wisconsin in 1848?,Nelson Dewey,https://en.wikipedia.org/wiki/List_of_governors_of_Wisconsin,https://en.wikipedia.org/wiki/Governor_of_Wisconsin,Nelson Dewey
3607,Which Republican was a subject of ethics investigations in 2014?,Paul Eric Turner,https://en.wikipedia.org/wiki/P._Eric_Turner,https://en.wikipedia.org/wiki/United_States_House_Select_Committee_on_Benghazi,Turner
3608,What was Charles Matthews Mackall's date of death?,"December 24, 1991",https://en.wikipedia.org/wiki/Charles_Mackall,https://en.wikipedia.org/wiki/Reverdy_Johnson,"December 24, 1991"
3609,In what city did Joost van Egmont complete his education?,Antwerp,https://en.wikipedia.org/wiki/Justus_van_Egmont,https://en.wikipedia.org/wiki/Peter_Paul_Rubens,Leiden
3610,What position does Philippe Lamberts hold with the European Parliament?,member of the European Parliament,https://en.wikipedia.org/wiki/2014_European_Parliament_election,https://en.wikipedia.org/wiki/Europe_Ecology_%E2%80%93_The_Greens,Leader
3611,Under what government does the census work?,Ministry of Home Affairs (India),https://en.wikipedia.org/wiki/United_States_Census_Bureau,https://en.wikipedia.org/wiki/Census,federal government
3612,Which Van Halen album was released in 2011?,Desperately Seeking Susan,https://en.wikipedia.org/wiki/Van_Halen,https://en.wikipedia.org/wiki/A_Different_Kind_of_Truth,Van Halen II
3613,What is the size of a C. tetani spore?,2.5 μm,https://en.wikipedia.org/wiki/Clostridium_tetani,https://en.wikipedia.org/wiki/Endospore,0.5 μm
3614,Who did Pratiksha Apurv help get her start in art?,her uncle Osho,https://en.wikipedia.org/wiki/Pratiksha_Apurv,https://en.wikipedia.org/wiki/Pratiksha,"books and magazines, and in 2018 she wrote and illustrated her own book, The Mystic and Her Colours. Contents 1 Early life 2 Career 3 Meditative art 4 Achievements 5 Exhibition 6 See also 7 References 8 External links Early life edit Pratiksha Apurv was born in Madhya Pradesh, India"
3615,What is the name of the software that was developed by Facebook along with open source contributors?,Facebook Infer,https://en.wikipedia.org/wiki/Infer_Static_Analyzer,https://en.wikipedia.org/wiki/Apache_Cassandra,Infer
3616,What was the name of the third railway catapult?,Imperial Silver Dart,https://en.wikipedia.org/wiki/Aircraft_catapult,https://en.wikipedia.org/wiki/Linear_motor,All Innovia Metro systems use third rail electrification. Japanese Linear Metro
3617,What is the name of the largest company in the biotechnology industry?,Abgent,https://en.wikipedia.org/wiki/List_of_largest_biotechnology_and_pharmaceutical_companies,https://en.wikipedia.org/wiki/Monsanto,Pharmaceutical company
3618,The conspicuous elongation of Christ's wrists is how was explained away?,the ineptness of an assistant,https://en.wikipedia.org/wiki/Piet%C3%A0_(van_der_Weyden),https://en.wikipedia.org/wiki/Apostolic_succession,the ineptness of an assistant
3619,What type of soil does the Streptomyces have been found in?,ultramafic,https://en.wikipedia.org/wiki/Streptomyces,https://en.wikipedia.org/wiki/Streptomyces_griseus,soil and decaying vegetation
3620,Who was elected Governor of Alabama in 2010?,Bob Riley,https://en.wikipedia.org/wiki/2010_Alabama_gubernatorial_election,https://en.wikipedia.org/wiki/Robert_J._Bentley,Robert J. Bentley
3621,What percentage of the vote did the parliamentary elections take place in?,53.2%,https://en.wikipedia.org/wiki/2019_United_Kingdom_general_election,https://en.wikipedia.org/wiki/2015_United_Kingdom_general_election,291
3622,What was the name of the original host?,Kirstie Alley,https://en.wikipedia.org/wiki/Name_That_Tune,https://en.wikipedia.org/wiki/Name_That_Tune_(British_game_show),Mixtape
3623,Where did the 2016 Neva Cup take place?,"Saint Petersburg, Russia",https://en.wikipedia.org/wiki/2016_Neva_Cup,https://en.wikipedia.org/wiki/2016_Neva_Cup_%E2%80%93_Doubles,"Petersburg, Russia"
3624,What position in the French Navy did Admiral Alain Oudot de Dainville hold?,Chief of Staff,https://en.wikipedia.org/wiki/Alain_Oudot_de_Dainville,https://en.wikipedia.org/wiki/Pierre-Fran%C3%A7ois_Forissier,Chief of Staff of the French Navy
3625,What is the name of the famous frozen yogurt chain?,Menchie's Frozen Yogurt,https://en.wikipedia.org/wiki/List_of_frozen_yogurt_companies,https://en.wikipedia.org/wiki/TCBY,"Yogen Früz shop located in Thornhill, Ontario, Canada sweetFrog's"
3626,How long did Václav Švankmajer work on the animated film Torchbearer?,5 years,https://en.wikipedia.org/wiki/The_Torchbearer,https://en.wikipedia.org/wiki/Jan_%C5%A0vankmajer,25 minutes
3627,Who was the manager of the Allegheny Athletic Association in 1892?,Thompson,https://en.wikipedia.org/wiki/Allegheny_Athletic_Association,https://en.wikipedia.org/wiki/1892_Pittsburgh_Athletic_Club_football_season,Billy Kountz
3628,"What is the name of the only subspecies of a species of butterfly found in the Neotropical realm, found in the Irian Islands, Asia, and Australia ?",Protographium,https://en.wikipedia.org/wiki/Hermetia_illucens,https://en.wikipedia.org/wiki/List_of_organisms_named_after_famous_people_(born_before_1900),Ogyges sandinoi
3629,Who directed the film?,Giacomo Gentilomo,https://en.wikipedia.org/wiki/Film_director,https://en.wikipedia.org/wiki/Harry_Potter_(film_series),24
3630,What does the work she does as a filmmaker represent?,paint-on-glass technique,https://en.wikipedia.org/wiki/Black_Girl_(1966_film),https://en.wikipedia.org/wiki/William_Kentridge,rich French couple
3631,What nationality was Emy Fick?,Swedish,https://en.wikipedia.org/wiki/Emy_Fick,https://en.wikipedia.org/wiki/File:Emy_Fick.png,Swedish
3632,What was the occupation of Lakshman Chandra Seth?,Indian politician,https://en.wikipedia.org/wiki/Lakshman_Chandra_Seth,https://en.wikipedia.org/wiki/Suvendu_Adhikari,Member of the Indian Parliament
3633,What was the most devastating flood that took place along the Red River?,1826 Red River Flood,https://en.wikipedia.org/wiki/1950_Red_River_flood,https://en.wikipedia.org/wiki/1997_Red_River_flood,1950 Red River flood
3634,How does the LVCC rank among all private schools in the Philippines?,first,https://en.wikipedia.org/wiki/La_Verdad_Christian_College,https://en.wikipedia.org/wiki/Nevada,"non-stock, non-sectarian"
3635,What is the main tool used by central banks to influence the money market?,forward guidance,https://en.wikipedia.org/wiki/Monetary_policy,https://en.wikipedia.org/wiki/Central_bank,require that some or all foreign exchange receipts (generally from exports) be exchanged for the local currency
3636,What is a very common cause of night sweats?,the hormonal changes related to menopause and perimenopause,https://en.wikipedia.org/wiki/Night_sweats,https://en.wikipedia.org/wiki/Perspiration,hormonal changes
3637,What was James's nationality?,Hungarian,https://en.wikipedia.org/wiki/James_Cameron,https://en.wikipedia.org/wiki/James_Baldwin,Canadian
3638,What is the name of the largest airport in Romania?,Arad International Airport,https://en.wikipedia.org/wiki/Henri_Coand%C4%83_International_Airport,https://en.wikipedia.org/wiki/Cluj_International_Airport,București)
3639,Where is the iris weevil commonly found?,North America,https://en.wikipedia.org/wiki/Weevil,https://en.wikipedia.org/wiki/Leaf_beetle,Ladinian - Recent PreꞒ Ꞓ O S D C P T J K Pg N
3640,Who did Brianti partner with for the first time?,Akgul Amanmuradova,https://en.wikipedia.org/wiki/Vera_Zvonareva,https://en.wikipedia.org/wiki/Victoria_Azarenka,Victória Fyódarauna Azárenka
3641,What does the Domesday Book record of the population of Hoo?,7356,https://en.wikipedia.org/wiki/Hoo_St_Werburgh,https://en.wikipedia.org/wiki/Hoo_Peninsula,"7,356"
3642,What job does Sarah Jane Brett have?,Radio presenter,https://en.wikipedia.org/wiki/Sarah_Brett,https://en.wikipedia.org/wiki/Randye_Kaye,news newspapers books scholar
3643,Which Czech woman won the 2020 Czech Women's Curling Championship?,Anna Kubešková,https://en.wikipedia.org/wiki/2020_Czech_Women%27s_Curling_Championship,https://en.wikipedia.org/wiki/2019_Czech_Women%27s_Curling_Championship,Anna Kubešková
3644,What year was Masi named the 2011 Six Nations Player of the Championship?,2011,https://en.wikipedia.org/wiki/2011_Six_Nations_Championship,https://en.wikipedia.org/wiki/Andrea_Masi,2011
3645,What was the name of Deele's second album?,Bootleg,https://en.wikipedia.org/wiki/The_Deele,https://en.wikipedia.org/wiki/Two_Occasions,Street Beat
3646,What was the name of the first medical school in Australia?,University of Melbourne School of Medicine,https://en.wikipedia.org/wiki/List_of_medical_schools_in_Australia,https://en.wikipedia.org/wiki/Medical_school,University Clinical Aptitude Test (UCAT) whereas the latter require the Graduate Australian Medical School
3647,What was Niranjana's occupation?,playwright,https://en.wikipedia.org/wiki/Niranjana_Anoop,https://en.wikipedia.org/wiki/Niranjana_(writer),actress
3648,"What position did May 24, 1884 hold?",Grand or Imperial Kaliff,https://en.wikipedia.org/wiki/May_24,https://en.wikipedia.org/wiki/List_of_Major_League_Baseball_longest_winning_streaks,May Su Mo Tu We Th Fr Sa
3649,What year was The Beatles' biography published?,2005,https://en.wikipedia.org/wiki/The_Beatles,https://en.wikipedia.org/wiki/The_Beatles:_The_Authorised_Biography,2005
3650,What is the name of the government body that oversees the issuance of stamps in Tuvalu?,The Tuvalu Philatelic Bureau,https://en.wikipedia.org/wiki/Economy_of_Tuvalu,https://en.wikipedia.org/wiki/Tuvalu,Tuvalu Trust Fund
3651,What was Doge of the Republic of Genoa under?,the First French Empire,https://en.wikipedia.org/wiki/Republic_of_Genoa,https://en.wikipedia.org/wiki/Doge_of_Genoa,Antoniotto Adorno
3652,What is the name of the annual awards given to the Australian book sellers?,the Nielsen BookData Booksellers Choice Award,https://en.wikipedia.org/wiki/Australian_Booksellers_Association,https://en.wikipedia.org/wiki/Indie_Book_Awards_(Australia),Nielsen BookData Booksellers Choice Award
3653,What is the only group that is still in existence?,Canal Pomatidae,https://en.wikipedia.org/wiki/Ethnic_group,https://en.wikipedia.org/wiki/Oxford_Group,Meme Prehistory Race Society Value Colonialism Postcolonialism Key theories Actor network theory Alliance theory Cross-cultural studies Cultural materialism Culture theory Diffusionism Feminism Historical particularism Boasian anthropology Functionalism Interpretive Performance studies Political economy Practice theory Structuralism Post-structuralism Systems theory Lists Anthropologists by nationality Anthropology by year Bibliography Journals List of indigenous peoples
3654,The Netherlands' most extensive railway network is known as what?,the Westtak Ringspoorbaan,https://en.wikipedia.org/wiki/Underground_city,https://en.wikipedia.org/wiki/Transport_in_Europe,high-speed railway lines
3655,What is the study of real numbers related to?,semialgebraic geometry,https://en.wikipedia.org/wiki/Real_number,https://en.wikipedia.org/wiki/Real_analysis,"convergence, limits, continuity, smoothness, differentiability and integrability. Real analysis is distinguished from complex analysis, which deals with the study of complex numbers and their functions"
3656,What was the commissioner of the Euroleague regarding the dispute?,Tony Walker,https://en.wikipedia.org/wiki/2011_NBA_lockout,https://en.wikipedia.org/wiki/Official_(basketball),David Stern
3657,What city is Jonas Petter Berggren from?,Gothenburg,https://en.wikipedia.org/wiki/Jonas_Berggren,https://en.wikipedia.org/wiki/Ulf_Ekberg,Gothenburg
3658,What is the designation of a seagull intersection?,T-intersection,https://en.wikipedia.org/wiki/Glossary_of_road_transport_terms,https://en.wikipedia.org/wiki/British_Columbia_Highway_91,Continuous green T-intersection
